ConditionTypeText	BodyColorText	ID	MakeText	ModelText	ModelTypeText	TypeName	TypeNameFull	BodyTypeText	Ccm	City	Co2EmissionText	ConsumptionRatingText	ConsumptionTotalText	Doors	DriveTypeText	FirstRegMonth	FirstRegYear	FuelTypeText	Hp	InteriorColorText	Km	Properties	Seats	TransmissionTypeText	BodyColorTextShort	BodyColorTextEng	ConditionTypeTextEng	MakeTextNorm	extracted-value-ConsumptionTotalText	extracted-unit-ConsumptionTotalText
Occasion	bordeaux mét.	207.0	MERCEDES-BENZ	E 55 AMG	E 55 AMG Avantgarde	E 55 AMG Avantgarde	MERCEDES-BENZ E 55 AMG Avantgarde	Limousine	5439	Zuzwil	301 g/km	null	12.6 l/100km	4	Hinterradantrieb	10	1997	Benzin	354	null	67400	"\"Ab MFK\""	5	Automat	bordeaux	Bordeaux	Occasion	Mercedes-benz	12.6	l/100km
Occasion	bordeaux mét.	208.0	BMW	M3	M3	M3	BMW M3	Cabriolet	3246	Zuzwil	292 g/km	G	12.1 l/100km	2	Hinterradantrieb	3	2001	Benzin	343	braun	46000	"\"Ab MFK\""	4	Schaltgetriebe manuell	bordeaux	Bordeaux	Occasion	Bmw	12.1	l/100km
Occasion	bordeaux mét.	209.0	AUDI	A6	A6 Avant 2.7 T q.Ambiente	A6 Avant 2.7 T q.Ambiente	AUDI A6 Avant 2.7 T q.Ambiente	Kombi	2671	Zuzwil	283 g/km	null	11.8 l/100km	5	Allrad	9	1999	Benzin	230	beige	171700	"\"Ab MFK\""	5	Automatik-Getriebe	bordeaux	Bordeaux	Occasion	Audi	11.8	l/100km
Occasion	anthrazit mét.	21.0	AUDI	RS6	RS6 Avant quattro	RS6 Avant quattro	AUDI RS6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	7	2003	Benzin	450	schwarz	27900	"\"Ab MFK\""	5	Automat sequentiell	anthrazit	Anthracite	Occasion	Audi	14.6	l/100km
Occasion	bordeaux mét.	210.0	FERRARI	F430	F430	F430	FERRARI F430	Coupé	4308	Zuzwil	420 g/km	G	18.3 l/100km	2	Hinterradantrieb	6	2005	Benzin	486	schwarz	29300	"\"Ab MFK\""	2	Automatik-Getriebe	bordeaux	Bordeaux	Occasion	Ferrari	18.3	l/100km
Occasion	braun	211.0	MASERATI	QUATTROPORTE	Quattroporte 4.2 Sport GT	Quattroporte 4.2 Sport GT	MASERATI Quattroporte 4.2 Sport GT	Limousine	4244	Zuzwil	370 g/km	G	15.8 l/100km	4	Hinterradantrieb	4	2008	Benzin	400	schwarz	80000	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	braun	Brown	Occasion	Maserati	15.8	l/100km
Occasion	braun mét.	212.0	BMW	Z4	Z4 2.5i Roadster	Z4 2.5i Roadster	BMW Z4 2.5i Roadster	Cabriolet	2497	Zuzwil	197 g/km	G	8.2 l/100km	2	Hinterradantrieb	9	2008	Benzin	177	schwarz	22800	"\"Ab MFK\""	2	Schaltgetriebe manuell	braun	Brown	Occasion	Bmw	8.2	l/100km
Occasion	braun mét.	213.0	BMW	328	328i	328i	BMW 328i	Limousine	2793	Zuzwil	241 g/km	null	10.1 l/100km	4	Hinterradantrieb	4	1998	Benzin	193	beige	33700	"\"Ab MFK\""	5	Automat	braun	Brown	Occasion	Bmw	10.1	l/100km
Occasion	gelb	214.0	BENTLEY	CONTINENTAL	Continental FlyingSpur6.0	Continental FlyingSpur6.0	BENTLEY Continental FlyingSpur6.0	Limousine	5998	Zuzwil	423 g/km	G	17.7 l/100km	4	Allrad	3	2006	Benzin	560	beige	35000	"\"Ab MFK\", \"Direkt-/Parallelimport\""	5	Automat	gelb	Yellow	Occasion	Bentley	17.7	l/100km
Occasion	gelb	215.0	MORGAN	4/4	4/4 1.8	4/4 1.8	MORGAN 4/4 1.8	Cabriolet	1796	Zuzwil	null	G	7.7 l/100km	2	Hinterradantrieb	6	2006	Benzin	126	bordeaux	7100	"\"Ab MFK\", \"Direkt-/Parallelimport\""	2	Schaltgetriebe manuell	gelb	Yellow	Occasion	Morgan	7.7	l/100km
Occasion	gelb	216.0	ROLLS-ROYCE	CORNICHE	CORNICHE Cabrio	Cabrio	ROLLS-ROYCE CORNICHE Cabrio	Cabriolet	6747	Zuzwil	null	null	null	2	Hinterradantrieb	6	1987	Benzin	0	schwarz	19720	"\"Ab MFK\""	4	Automatik-Getriebe	gelb	Yellow	Occasion	Rolls-royce	null	""
Occasion	gelb	217.0	FERRARI	F355	F355 Berlinetta	F355 Berlinetta	FERRARI F355 Berlinetta	Coupé	3496	Zuzwil	null	null	20.8 l/100km	2	Hinterradantrieb	3	1998	Benzin	380	schwarz	28100	"\"Ab MFK\""	2	Automatik-Getriebe	gelb	Yellow	Occasion	Ferrari	20.8	l/100km
Occasion	gelb	218.0	BMW	M5	M5	M5	BMW M5	Limousine	4999	Zuzwil	357 g/km	G	14.8 l/100km	4	Hinterradantrieb	4	2005	Benzin	503	beige	3000	null	5	Automatisiertes Schaltgetriebe	gelb	Yellow	Occasion	Bmw	14.8	l/100km
Occasion	gelb	219.0	DAEWOO	TACUMA	Tacuma 2000i CDX	Tacuma 2000i CDX	DAEWOO Tacuma 2000i CDX	Kompaktvan / Minivan	1998	Zuzwil	236 g/km	G	9.0 l/100km	5	Vorderradantrieb	10	2003	Benzin	121	grau	103000	"\"Ab MFK\""	5	Schaltgetriebe manuell	gelb	Yellow	Occasion	Daewoo	9.0	l/100km
Occasion	anthrazit mét.	22.0	RENAULT	Alpine A110	Alpine A110 1600S Gruppe 5 look	1600S Gruppe 5 look	RENAULT Alpine A110 1600S Gruppe 5 look	Coupé	1565	Zuzwil	null	null	null	2	Hinterradantrieb	1	1971	null	170	schwarz	19200	"\"Rennwagen\""	2	Schaltgetriebe	anthrazit	Anthracite	Occasion	Renault	null	""
Occasion	gelb	220.0	PORSCHE	911	911 Turbo S Cabrio PDK	911 Turbo S Cabrio PDK	PORSCHE 911 Turbo S Cabrio PDK	Cabriolet	3800	Zuzwil	270 g/km	G	11.5 l/100km	2	Allrad	4	2011	Benzin	530	schwarz	28000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	gelb	Yellow	Occasion	Porsche	11.5	l/100km
Occasion	gelb	221.0	PORSCHE	911	911 Targa	Targa	PORSCHE 911 Targa	Cabriolet	2687	Zuzwil	null	null	null	2	Hinterradantrieb	11	1971	Benzin	150	schwarz	96000	"\"Ab MFK\""	2	Schaltgetriebe manuell	gelb	Yellow	Occasion	Porsche	null	""
Occasion	gelb	222.0	MASERATI	3200 GT	3200 GT	3200 GT	MASERATI 3200 GT	Coupé	3217	Zuzwil	388 g/km	null	15.6 l/100km	2	Hinterradantrieb	3	2000	Benzin	370	schwarz	64600	"\"Ab MFK\""	4	Automatik-Getriebe	gelb	Yellow	Occasion	Maserati	15.6	l/100km
Occasion	gelb	223.0	MERCEDES-BENZ	S 400	S 400 CDI	S 400 CDI	MERCEDES-BENZ S 400 CDI	Limousine	3996	Zuzwil	253 g/km	G	9.6 l/100km	4	Hinterradantrieb	4	2001	Diesel	250	beige	42000	"\"Ab MFK\""	5	Automat	gelb	Yellow	Occasion	Mercedes-benz	9.6	l/100km
Occasion	gelb	224.0	FERRARI	456	456M GT	456M GT	FERRARI 456M GT	Coupé	5474	Zuzwil	495 g/km	G	22.0 l/100km	2	Hinterradantrieb	5	1999	Benzin	442	null	49000	"\"Ab MFK\""	4	Schaltgetriebe manuell	gelb	Yellow	Occasion	Ferrari	22.0	l/100km
Occasion	gelb	225.0	AUDI	S6	S6 quattro	S6 quattro	AUDI S6 quattro	Limousine	4172	Zuzwil	341 g/km	null	14.2 l/100km	4	Allrad	8	2001	Benzin	340	schwarz	103100	"\"Ab MFK\""	5	Automatik-Getriebe	gelb	Yellow	Occasion	Audi	14.2	l/100km
Occasion	gelb	226.0	MERCEDES-BENZ	190	190 E 2.5-16 Evo II ABS	190 E 2.5-16 Evo II ABS	MERCEDES-BENZ 190 E 2.5-16 Evo II ABS	Limousine	2461	Zuzwil	null	null	null	4	Hinterradantrieb	7	1991	Benzin	235	schwarz	89700	"\"Ab MFK\""	4	Schaltgetriebe manuell	gelb	Yellow	Occasion	Mercedes-benz	null	""
Occasion	gelb	227.0	MAZDA	626	626 2.0i-16V HPV	626 2.0i-16V HPV	MAZDA 626 2.0i-16V HPV	Limousine	1991	Zuzwil	195 g/km	null	8.1 l/100km	5	Vorderradantrieb	8	2001	Benzin	136	null	158000	"\"Ab MFK\""	5	Automatik-Getriebe	gelb	Yellow	Occasion	Mazda	8.1	l/100km
Oldtimer	gelb	228.0	TOYOTA	CAMRY	CAMRY 2000 GLi Super Liftback	2000 GLi Super Liftback	TOYOTA CAMRY 2000 GLi Super Liftback	Limousine	1994	Safenwil	null	null	null	4	Vorderradantrieb	5	1985	Benzin	105	blau	58100	"\"Ab MFK\""	0	Automatik-Getriebe	gelb	Yellow	Antique Car	Toyota	null	""
Occasion	gelb	229.0	PORSCHE	CAYENNE	Cayenne Turbo S	Cayenne Turbo S	PORSCHE Cayenne Turbo S	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	9	2006	Benzin	521	schwarz	91600	"\"Ab MFK\""	5	Automat	gelb	Yellow	Occasion	Porsche	15.7	l/100km
Occasion	anthrazit mét.	23.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	3	2003	Benzin	450	schwarz	121000	"\"Ab MFK\""	5	Automat sequentiell	anthrazit	Anthracite	Occasion	Porsche	15.7	l/100km
Occasion	gelb	230.0	CHRYSLER	VIPER	Viper RT/10	Viper RT/10	CHRYSLER Viper RT/10	Cabriolet	7986	Zuzwil	null	null	null	2	Hinterradantrieb	10	1993	Benzin	364	grau	28600	"\"Ab MFK\""	2	Schaltgetriebe manuell	gelb	Yellow	Occasion	Chrysler	null	""
Occasion	gelb	231.0	MERCEDES-BENZ	S 320	S 320	S 320	MERCEDES-BENZ S 320	Limousine	3199	Zuzwil	276 g/km	G	11.5 l/100km	4	Hinterradantrieb	4	1999	Benzin	224	schwarz	128000	"\"Ab MFK\""	5	Automat	gelb	Yellow	Occasion	Mercedes-benz	11.5	l/100km
Occasion	gelb	232.0	TOYOTA	MR2	MR2 2.0	MR2 2.0	TOYOTA MR2 2.0	Coupé	1997	Zuzwil	null	null	null	2	Hinterradantrieb	12	1990	Benzin	156	schwarz	135800	"\"Ab MFK\""	2	Schaltgetriebe manuell	gelb	Yellow	Occasion	Toyota	null	""
Occasion	gelb mét.	233.0	FERRARI	TESTAR./512	Testarossa	Testarossa	FERRARI Testarossa	Coupé	4941	Zuzwil	null	null	null	2	Hinterradantrieb	1	1989	Benzin	380	beige	31700	null	2	Schaltgetriebe manuell	gelb	Yellow	Occasion	Ferrari	null	""
Occasion	gold	234.0	CHEVROLET	CORVETTE	Corvette ZR1	Corvette ZR1	CHEVROLET Corvette ZR1	Coupé	6162	Zuzwil	355 g/km	G	15.0 l/100km	2	Hinterradantrieb	2	2010	Benzin	647	schwarz	13000	"\"Ab MFK\""	2	Schaltgetriebe manuell	gold	Gold	Occasion	Chevrolet	15.0	l/100km
Occasion	gold mét.	235.0	BMW	M3	M3	M3	BMW M3	Cabriolet	3999	Zuzwil	293 g/km	G	12.3 l/100km	2	Hinterradantrieb	7	2008	Benzin	420	schwarz	78900	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	gold	Gold	Occasion	Bmw	12.3	l/100km
Occasion	gold mét.	236.0	RUF	""	CTR	CTR	RUF CTR	Coupé	3400	Zuzwil	null	null	null	2	null	1	1990	Benzin	469	blau	46000	"\"Ab MFK\""	2	null	gold	Gold	Occasion	Ruf	null	""
Occasion	gold mét.	237.0	RENAULT	R5	R5 Turbo 2	R5 Turbo 2	RENAULT R5 Turbo 2	Kleinwagen	1397	Zuzwil	null	null	null	3	Hinterradantrieb	5	1985	Benzin	160	beige	59900	null	2	Schaltgetriebe manuell	gold	Gold	Occasion	Renault	null	""
Occasion	gold mét.	238.0	DAIMLER	XJ	Six 4.0	Six 4.0	DAIMLER Six 4.0	Limousine	3980	Zuzwil	null	null	null	4	Hinterradantrieb	1	1996	Benzin	241	beige	94800	"\"Ab MFK\""	5	Automat	gold	Gold	Occasion	Daimler	null	""
Occasion	grau	239.0	MAZDA	RX-7	RX-7 2.6 Turbo II	RX-7 2.6 Turbo II	MAZDA RX-7 2.6 Turbo II	Cabriolet	2616	Zuzwil	null	null	null	2	Hinterradantrieb	8	1989	Benzin	200	schwarz	67200	"\"Ab MFK\""	2	Schaltgetriebe manuell	grau	Gray	Occasion	Mazda	null	""
Occasion	anthrazit mét.	24.0	BUGATTI	""	Veyron 16.4	Veyron 16.4	BUGATTI Veyron 16.4	Coupé	7993	Sursee	null	null	null	2	Allrad	7	2008	Benzin	1001	anthrazit	20000	null	2	Automatik-Getriebe	anthrazit	Anthracite	Occasion	Bugatti	null	""
Occasion	grau	240.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	G	12.9 l/100km	2	Allrad	10	2001	Benzin	420	schwarz	25900	"\"Ab MFK\""	4	Schaltgetriebe manuell	grau	Gray	Occasion	Porsche	12.9	l/100km
Occasion	grau	241.0	PORSCHE	911	911 Carrera Cabrio	911 Carrera Cabrio	PORSCHE 911 Carrera Cabrio	Cabriolet	3596	Zuzwil	270 g/km	G	11.2 l/100km	2	Hinterradantrieb	6	2005	Benzin	325	schwarz	20400	"\"Ab MFK\""	2	Schaltgetriebe manuell	grau	Gray	Occasion	Porsche	11.2	l/100km
Occasion	grau	242.0	MERCEDES-BENZ	S 500	S 500 L 4Matic	S 500 L 4Matic	MERCEDES-BENZ S 500 L 4Matic	Limousine	4966	Zuzwil	311 g/km	G	12.9 l/100km	4	Allrad	12	2002	Benzin	306	beige	54500	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Mercedes-benz	12.9	l/100km
Occasion	grau	243.0	BUGATTI	EB	EB 110 GT/SS	110 GT/SS	BUGATTI EB 110 GT/SS	Coupé	3500	Zuzwil	null	null	null	2	Allrad	8	1998	Benzin	611	null	4000	null	2	Schaltgetriebe	grau	Gray	Occasion	Bugatti	null	""
Occasion	grau	244.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro	RS6 Avant 5.0 V10 quattro	AUDI RS6 Avant 5.0 V10 quattro	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	10	2008	Benzin	580	null	41900	"\"Ab MFK\""	5	Automat sequentiell	grau	Gray	Occasion	Audi	14.0	l/100km
Occasion	grau	245.0	FERRARI	575M	575M	575M	FERRARI 575M	Coupé	5748	Zuzwil	499 g/km	null	21.8 l/100km	2	Hinterradantrieb	12	2003	Benzin	517	schwarz	8100	"\"Ab MFK\""	2	Automatik-Getriebe	grau	Gray	Occasion	Ferrari	21.8	l/100km
Occasion	grau	246.0	AUDI	RS6	RS6 Avant quattro	RS6 Avant quattro	AUDI RS6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	1	2003	Benzin	450	schwarz	39000	"\"Ab MFK\""	5	Automat sequentiell	grau	Gray	Occasion	Audi	14.6	l/100km
Occasion	grau	247.0	JAGUAR	S-TYPE	S-Type 4.2 V8 S/C R	S-Type 4.2 V8 S/C R	JAGUAR S-Type 4.2 V8 S/C R	Limousine	4196	Zuzwil	314 g/km	G	12.5 l/100km	4	Hinterradantrieb	7	2002	Benzin	396	schwarz	32900	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Jaguar	12.5	l/100km
Occasion	grau	248.0	MASERATI	SPYDER GT	Spyder GT	Spyder GT	MASERATI Spyder GT	Cabriolet	4244	Zuzwil	400 g/km	G	17.5 l/100km	2	Hinterradantrieb	5	2002	Benzin	390	anthrazit	63000	"\"Ab MFK\""	2	Automatik-Getriebe	grau	Gray	Occasion	Maserati	17.5	l/100km
Occasion	grau	249.0	PORSCHE	911	911 Carrera Targa	911 Carrera Targa	PORSCHE 911 Carrera Targa	Cabriolet	3596	Zuzwil	269 g/km	null	11.1 l/100km	2	Hinterradantrieb	5	2002	Benzin	320	schwarz	61800	"\"Ab MFK\""	4	Automatik-Getriebe	grau	Gray	Occasion	Porsche	11.1	l/100km
Occasion	anthrazit mét.	25.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro	RS6 Avant 5.0 V10 quattro	AUDI RS6 Avant 5.0 V10 quattro	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	6	2008	Benzin	580	schwarz	32800	"\"Ab MFK\", \"Tuning\""	5	Automat sequentiell	anthrazit	Anthracite	Occasion	Audi	14.0	l/100km
Occasion	grau	250.0	FERRARI	F355	F355 GTS	F355 GTS	FERRARI F355 GTS	Cabriolet	3496	Zuzwil	395 g/km	null	16.9 l/100km	2	Hinterradantrieb	10	1997	Benzin	380	beige	41000	"\"Ab MFK\""	2	Schaltgetriebe manuell	grau	Gray	Occasion	Ferrari	16.9	l/100km
Occasion	grau	251.0	MASERATI	QUATTROPORTE	Quattroporte 4.2	Quattroporte 4.2	MASERATI Quattroporte 4.2	Limousine	4244	Zuzwil	370 g/km	G	15.8 l/100km	4	Hinterradantrieb	6	2006	Benzin	400	beige	46050	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	grau	Gray	Occasion	Maserati	15.8	l/100km
Occasion	grau	252.0	MERCEDES-BENZ	E 320	E 320 Elégance 4-Matic	E 320 Elégance 4-Matic	MERCEDES-BENZ E 320 Elégance 4-Matic	Limousine	3199	Zuzwil	266 g/km	G	11.1 l/100km	4	Allrad	3	2000	Benzin	224	grau	83900	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Mercedes-benz	11.1	l/100km
Occasion	grau	253.0	JAGUAR	XK	XK8 Convertible	XK8 Convertible	JAGUAR XK8 Convertible	Cabriolet	3996	Zuzwil	310 g/km	G	12.1 l/100km	2	Hinterradantrieb	7	1998	Benzin	284	beige	99800	"\"Ab MFK\""	4	Automat	grau	Gray	Occasion	Jaguar	12.1	l/100km
Occasion	grau	254.0	CHEVROLET	CORVETTE	CORVETTE	null	CHEVROLET CORVETTE	Coupé	5730	Zuzwil	null	null	null	2	Hinterradantrieb	1	1981	Benzin	0	rot	27700	"\"Ab MFK\""	2	Automatik-Getriebe	grau	Gray	Occasion	Chevrolet	null	""
Occasion	grau	255.0	MASERATI	SPYDER GT	Spyder GT	Spyder GT	MASERATI Spyder GT	Cabriolet	4244	Zuzwil	430 g/km	G	18.6 l/100km	2	Hinterradantrieb	6	2002	Benzin	390	beige	88500	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	grau	Gray	Occasion	Maserati	18.6	l/100km
Occasion	grau	256.0	FERRARI	F360	F360 Spider	F360 Spider	FERRARI F360 Spider	Cabriolet	3586	Zuzwil	440 g/km	G	19.3 l/100km	2	Hinterradantrieb	9	2002	Benzin	400	blau	16600	"\"Ab MFK\""	2	Schaltgetriebe manuell	grau	Gray	Occasion	Ferrari	19.3	l/100km
Oldtimer	grau	257.0	RENAULT	R5	R5 1400 Alpine Turbo	R5 1400 Alpine Turbo	RENAULT R5 1400 Alpine Turbo	Kleinwagen	1397	Zuzwil	null	null	null	3	Vorderradantrieb	7	1982	Benzin	108	beige	124500	"\"Ab MFK\""	4	Schaltgetriebe manuell	grau	Gray	Antique Car	Renault	null	""
Occasion	grau	258.0	FERRARI	575M	575M	575M	FERRARI 575M	Coupé	5748	Zuzwil	499 g/km	G	21.8 l/100km	2	Hinterradantrieb	12	2006	Benzin	517	schwarz	15900	"\"Ab MFK\""	2	Automatik-Getriebe	grau	Gray	Occasion	Ferrari	21.8	l/100km
Occasion	grau	259.0	LANCIA	DELTA	Delta HF Integrale Evo	Delta HF Integrale Evo	LANCIA Delta HF Integrale Evo	Limousine	1994	Zuzwil	null	null	null	5	Allrad	2	1992	Benzin	177	mehrfarbig	155000	"\"Ab MFK\""	5	Schaltgetriebe manuell	grau	Gray	Occasion	Lancia	null	""
Occasion	anthrazit mét.	26.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5984	Zuzwil	null	null	null	2	Hinterradantrieb	7	1994	Benzin	394	grau	48700	"\"Ab MFK\""	2	Automat	anthrazit	Anthracite	Occasion	Mercedes-benz	null	""
Occasion	grau	260.0	BENTLEY	ARNAGE	Arnage R	Arnage R	BENTLEY Arnage R	Limousine	6761	Zuzwil	495 g/km	G	20.6 l/100km	4	Hinterradantrieb	4	2005	Benzin	405	mehrfarbig	145000	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Bentley	20.6	l/100km
Neu	grau	261.0	MERCEDES-BENZ	CL 500	CL 500	CL 500	MERCEDES-BENZ CL 500	Coupé	4966	Zuzwil	270 g/km	G	11.4 l/100km	2	Hinterradantrieb	1	2005	Benzin	306	schwarz	165	"\"Ab MFK\""	4	Automat sequentiell	grau	Gray	New	Mercedes-benz	11.4	l/100km
Occasion	grau	262.0	MERCEDES-BENZ	E 55 AMG	E 55 AMG Avantgarde	E 55 AMG Avantgarde	MERCEDES-BENZ E 55 AMG Avantgarde	Limousine	5439	Zuzwil	301 g/km	null	12.6 l/100km	4	Hinterradantrieb	3	1998	Benzin	354	schwarz	47400	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Mercedes-benz	12.6	l/100km
Occasion	grau	263.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	6	2003	Benzin	450	beige	68700	"\"Ab MFK\""	5	Automat sequentiell	grau	Gray	Occasion	Porsche	15.7	l/100km
Occasion	grau	264.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4806	Zuzwil	358 g/km	G	14.9 l/100km	5	Allrad	8	2008	Benzin	500	braun	28000	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Porsche	14.9	l/100km
Occasion	grau	265.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5513	Zuzwil	346 g/km	G	14.4 l/100km	2	Hinterradantrieb	3	2004	Benzin	500	anthrazit	20000	"\"Ab MFK\""	2	Automat	grau	Gray	Occasion	Mercedes-benz	14.4	l/100km
Occasion	grau	266.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro MTM	RS6 Avant 5.0 V10 quattro MTM	AUDI RS6 Avant 5.0 V10 quattro MTM	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	9	2008	Benzin	580	schwarz	24600	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Audi	14.0	l/100km
Oldtimer	grau	267.0	AUSTIN-HEALEY	""	100/Six BN6 Roadster	100/Six BN6 Roadster	AUSTIN-HEALEY 100/Six BN6 Roadster	Cabriolet	2912	Safenwil	null	null	null	2	Hinterradantrieb	1	1959	Benzin	130	schwarz	16900	"\"Ab MFK\""	2	Schaltgetriebe manuell	grau	Gray	Antique Car	Austin-healey	null	""
Occasion	grau	268.0	RUF	""	CTR 2 Sport	CTR 2 Sport	RUF CTR 2 Sport	Coupé	3600	Zuzwil	null	null	null	2	Allrad	10	1997	Benzin	580	schwarz	20900	null	2	Schaltgetriebe manuell	grau	Gray	Occasion	Ruf	null	""
Occasion	grau mét.	269.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	G	12.9 l/100km	2	Allrad	6	2002	Benzin	420	blau	52900	"\"Ab MFK\", \"Tuning\""	4	Schaltgetriebe manuell	grau	Gray	Occasion	Porsche	12.9	l/100km
Occasion	anthrazit mét.	27.0	BENTLEY	TURBO	Turbo R	Turbo R	BENTLEY Turbo R	Limousine	6749	Zuzwil	null	null	null	4	Hinterradantrieb	4	1990	Benzin	320	blau	112500	"\"Ab MFK\""	5	Automat	anthrazit	Anthracite	Occasion	Bentley	null	""
Occasion	grau mét.	270.0	PORSCHE	911	911 Carrera S Cabrio	911 Carrera S Cabrio	PORSCHE 911 Carrera S Cabrio	Cabriolet	3824	Zuzwil	280 g/km	G	11.6 l/100km	2	Hinterradantrieb	3	2006	Benzin	355	schwarz	29500	"\"Ab MFK\""	2	Schaltgetriebe manuell	grau	Gray	Occasion	Porsche	11.6	l/100km
Occasion	grau mét.	271.0	BMW	535	535i Touring	535i Touring	BMW 535i Touring	Kombi	2979	Zuzwil	179 g/km	F	7.7 l/100km	5	Hinterradantrieb	7	2011	Benzin	306	beige	76500	"\"Ab MFK\""	5	Automat sequentiell	grau	Gray	Occasion	Bmw	7.7	l/100km
Occasion	grau mét.	272.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	G	12.9 l/100km	2	Allrad	9	2003	Benzin	420	blau	63300	"\"Ab MFK\""	4	Schaltgetriebe manuell	grau	Gray	Occasion	Porsche	12.9	l/100km
Occasion	grau mét.	273.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	9	2004	Benzin	450	schwarz	31000	"\"Ab MFK\""	5	Automat sequentiell	grau	Gray	Occasion	Porsche	15.7	l/100km
Occasion	grau mét.	274.0	TOYOTA	CELICA	Celica 2800 i Supra	Celica 2800 i Supra	TOYOTA Celica 2800 i Supra	Coupé	2759	Zuzwil	null	null	null	3	Hinterradantrieb	3	1983	Benzin	170	grau	158000	"\"Ab MFK\""	5	Schaltgetriebe manuell	grau	Gray	Occasion	Toyota	null	""
Occasion	grau mét.	275.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	null	null	15.7 l/100km	2	Allrad	5	1996	Benzin	408	schwarz	88100	null	2	Schaltgetriebe manuell	grau	Gray	Occasion	Porsche	15.7	l/100km
Occasion	grau mét.	276.0	RENAULT	Alpine A110	Alpine A110 1600 SX	1600 SX	RENAULT Alpine A110 1600 SX	Coupé	1635	Zuzwil	null	null	null	2	null	6	1977	Benzin	120	null	41400	"\"Ab MFK\""	2	Schaltgetriebe	grau	Gray	Occasion	Renault	null	""
Occasion	grau mét.	277.0	MERCEDES-BENZ	SL 350	SL 350	SL 350	MERCEDES-BENZ SL 350	Cabriolet	3724	Zuzwil	281 g/km	G	11.7 l/100km	2	Hinterradantrieb	5	2004	Benzin	245	mehrfarbig	105300	"\"Ab MFK\""	2	Automat	grau	Gray	Occasion	Mercedes-benz	11.7	l/100km
Occasion	grau mét.	278.0	LAND ROVER	RANGE ROVER	Range Rover 4.6 HSE	Range Rover 4.6 HSE	LAND ROVER Range Rover 4.6 HSE	SUV / Geländewagen	4554	Zuzwil	414 g/km	null	16.2 l/100km	5	Allrad	12	1996	Benzin	226	grau	54600	"\"Ab MFK\""	5	Automat	grau	Gray	Occasion	Land Rover	16.2	l/100km
Occasion	grau mét.	279.0	PORSCHE	PANAMERA	Panamera Turbo 4.8	Panamera Turbo 4.8	PORSCHE Panamera Turbo 4.8	Limousine	4806	Zuzwil	270 g/km	G	11.5 l/100km	5	Allrad	1	2010	Benzin	500	schwarz	47500	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	grau	Gray	Occasion	Porsche	11.5	l/100km
