ConditionTypeText	BodyColorText	ID	MakeText	ModelText	ModelTypeText	TypeName	TypeNameFull	BodyTypeText	Ccm	City	Co2EmissionText	ConsumptionRatingText	ConsumptionTotalText	Doors	DriveTypeText	FirstRegMonth	FirstRegYear	FuelTypeText	Hp	InteriorColorText	Km	Properties	Seats	TransmissionTypeText	BodyColorTextShort	BodyColorTextEng	ConditionTypeTextEng	MakeTextNorm	extracted-value-ConsumptionTotalText	extracted-unit-ConsumptionTotalText
Occasion	schwarz mét.	811.0	BMW	535	535d xDrive	535d xDrive	BMW 535d xDrive	Limousine	2993	Zuzwil	149 g/km	D	5.7 l/100km	4	Allrad	4	2012	Diesel	313	grau	82000	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Bmw	5.7	l/100km
Occasion	schwarz mét.	812.0	PORSCHE	911	911 GT2	911 GT2	PORSCHE 911 GT2	Coupé	3600	Zuzwil	309 g/km	G	12.9 l/100km	2	Hinterradantrieb	5	2002	Benzin	462	schwarz	38200	"\"Ab MFK\", \"Tuning\""	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Porsche	12.9	l/100km
Occasion	schwarz mét.	813.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4966	Zuzwil	292 g/km	G	12.1 l/100km	2	Hinterradantrieb	5	2006	Benzin	306	grau	8000	"\"Ab MFK\""	2	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	12.1	l/100km
Occasion	schwarz mét.	814.0	LAMBORGHINI	HURACAN	Huracan LP610-4 Coupé	Huracan LP610-4 Coupé	LAMBORGHINI Huracan LP610-4 Coupé	Coupé	5204	Zuzwil	280 g/km	G	12.0 l/100km	2	Allrad	1	2016	Benzin	610	schwarz	2100	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Lamborghini	12.0	l/100km
Occasion	schwarz mét.	815.0	MERCEDES-BENZ	C 63 AMG	C 63 AMG BLACK SERIES	BLACK SERIES	MERCEDES-BENZ C 63 AMG BLACK SERIES	Coupé	6208	Zuzwil	null	null	null	2	Hinterradantrieb	3	2012	Benzin	517	schwarz	500	"\"Ab MFK\""	2	Automatik-Getriebe	schwarz	Black	Occasion	Mercedes-benz	null	""
Occasion	schwarz mét.	816.0	BMW	740	740iL	740iL	BMW 740iL	Limousine	4398	Zuzwil	317 g/km	null	13.3 l/100km	4	Hinterradantrieb	5	1999	Benzin	286	schwarz	18300	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Bmw	13.3	l/100km
Occasion	schwarz mét.	817.0	PORSCHE	911	911 GT3 CUP	GT3 CUP	PORSCHE 911 GT3 CUP	Coupé	3600	Zuzwil	null	null	null	2	null	5	2000	Benzin	370	null	7000	"\"Ab MFK\", \"Tuning\""	0	Schaltgetriebe	schwarz	Black	Occasion	Porsche	null	""
Occasion	schwarz mét.	818.0	FERRARI	612	612	612	FERRARI 612	Coupé	5748	Zuzwil	475 g/km	G	20.7 l/100km	2	Hinterradantrieb	7	2004	Benzin	540	schwarz	113800	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Ferrari	20.7	l/100km
Occasion	schwarz mét.	819.0	BMW	328	328i A Cabrio	328i A Cabrio	BMW 328i A Cabrio	Cabriolet	2792	Zuzwil	null	null	10.4 l/100km	2	Hinterradantrieb	8	1995	Benzin	193	beige	49900	"\"Ab MFK\""	4	Automat	schwarz	Black	Occasion	Bmw	10.4	l/100km
Occasion	blau	82.0	TOYOTA	CELICA	CELICA 2000GT	2000GT	TOYOTA CELICA 2000GT	Coupé	1988	Zuzwil	null	null	null	2	Hinterradantrieb	11	1976	Benzin	120	mehrfarbig	38700	"\"Ab MFK\""	4	Schaltgetriebe manuell	blau	Blue	Occasion	Toyota	null	""
Occasion	schwarz mét.	820.0	PORSCHE	911	911 Carrera 4	911 Carrera 4	PORSCHE 911 Carrera 4	Coupé	3598	Zuzwil	null	null	null	2	Allrad	2	1995	Benzin	272	blau	134100	"\"Ab MFK\""	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Porsche	null	""
Occasion	schwarz mét.	821.0	LANCIA	DELTA	Delta HF Integrale Evo 4V	Delta HF Integrale Evo 4V	LANCIA Delta HF Integrale Evo 4V	Limousine	1994	Zuzwil	null	null	null	5	Allrad	12	1993	Benzin	212	grau	131000	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Lancia	null	""
Occasion	schwarz mét.	822.0	TOYOTA	LAND CRUISER	LAND CRUISER BJ 40 LT	BJ 40 LT	TOYOTA LAND CRUISER BJ 40 LT	SUV / Geländewagen	2977	Zuzwil	null	null	null	3	Allrad	7	1979	Diesel	0	mehrfarbig	240500	null	6	Schaltgetriebe	schwarz	Black	Occasion	Toyota	null	""
Occasion	schwarz mét.	823.0	MASERATI	COUPÉ GT	Coupé GT	Coupé GT	MASERATI Coupé GT	Coupé	4244	Zuzwil	400 g/km	G	17.5 l/100km	2	Hinterradantrieb	9	2006	Benzin	390	mehrfarbig	38900	"\"Ab MFK\", \"Direkt-/Parallelimport\""	4	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Maserati	17.5	l/100km
Occasion	schwarz mét.	824.0	HARLEY-DAVIDSON	""	HPU Hurricane TC	HPU Hurricane TC	HARLEY-DAVIDSON HPU Hurricane TC	""	1449	Zuzwil	null	null	null	0	Hinterradantrieb	4	2006	Benzin	0	null	100	null	0	Schaltgetriebe	schwarz	Black	Occasion	Harley-davidson	null	""
Occasion	schwarz mét.	825.0	LAND ROVER	RANGE ROVER	Range Rover 4.6 HSE	Range Rover 4.6 HSE	LAND ROVER Range Rover 4.6 HSE	SUV / Geländewagen	4554	Zuzwil	414 g/km	null	16.2 l/100km	5	Allrad	11	1994	Benzin	226	grau	87000	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Land Rover	16.2	l/100km
Occasion	schwarz mét.	826.0	MERCEDES-BENZ	CL 65 AMG	CL 65 AMG	CL 65 AMG	MERCEDES-BENZ CL 65 AMG	Coupé	5981	Zuzwil	355 g/km	G	14.8 l/100km	2	Hinterradantrieb	5	2008	Benzin	612	beige	43000	"\"Ab MFK\""	4	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	14.8	l/100km
Occasion	schwarz mét.	827.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5513	Zuzwil	346 g/km	G	14.4 l/100km	2	Hinterradantrieb	3	2004	Benzin	500	anthrazit	96400	"\"Ab MFK\""	2	Automat	schwarz	Black	Occasion	Mercedes-benz	14.4	l/100km
Occasion	schwarz mét.	828.0	BMW	""	323 i E21	323 i E21	BMW 323 i E21	Coupé	2315	Zuzwil	null	null	null	2	Hinterradantrieb	5	1979	Benzin	143	blau	157400	null	5	Schaltgetriebe	schwarz	Black	Occasion	Bmw	null	""
Occasion	schwarz mét.	829.0	MASERATI	GRANTURISMO	GranTurismo	GranTurismo	MASERATI GranTurismo	Coupé	4244	Zuzwil	330 g/km	G	14.3 l/100km	2	Hinterradantrieb	12	2009	Benzin	405	braun	8700	"\"Ab MFK\", \"Direkt-/Parallelimport\""	4	Automat sequentiell	schwarz	Black	Occasion	Maserati	14.3	l/100km
Occasion	blau	83.0	MERCEDES-BENZ	CL 500	CL 500	CL 500	MERCEDES-BENZ CL 500	Coupé	5461	Zuzwil	288 g/km	G	12.3 l/100km	2	Hinterradantrieb	9	2006	Benzin	388	schwarz	15100	"\"Ab MFK\""	4	Automat sequentiell	blau	Blue	Occasion	Mercedes-benz	12.3	l/100km
Occasion	schwarz mét.	830.0	SMART	FORTWO	Fortwo passion	Fortwo passion	SMART Fortwo passion	Cabriolet	698	Zuzwil	127 g/km	F	5.3 l/100km	3	Hinterradantrieb	7	2003	Benzin	61	schwarz	165000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Smart	5.3	l/100km
Occasion	schwarz mét.	831.0	AUDI	S6	S6 Avant quattro	S6 Avant quattro	AUDI S6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	null	14.6 l/100km	5	Allrad	10	2000	Benzin	340	schwarz	211000	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Audi	14.6	l/100km
Occasion	schwarz mét.	832.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	G	12.9 l/100km	2	Allrad	10	2000	Benzin	420	schwarz	80000	"\"Ab MFK\""	4	Automatik-Getriebe	schwarz	Black	Occasion	Porsche	12.9	l/100km
Neu	schwarz mét.	833.0	MERCEDES-BENZ	R 500	R 500 4Matic	R 500 4Matic	MERCEDES-BENZ R 500 4Matic	Kombi	4966	Zuzwil	331 g/km	G	13.9 l/100km	5	Allrad	1	2006	Benzin	306	schwarz	500	"\"Ab MFK\""	6	Automat sequentiell	schwarz	Black	New	Mercedes-benz	13.9	l/100km
Oldtimer	schwarz mét.	834.0	ROLLS-ROYCE	CORNICHE	CORNICHE Convertible	Convertible	ROLLS-ROYCE CORNICHE Convertible	Cabriolet	0	Basel	null	null	null	0	Hinterradantrieb	1	1982	Benzin	0	anthrazit	70000	null	4	Automatik-Getriebe	schwarz	Black	Antique Car	Rolls-royce	null	""
Occasion	silber	835.0	PORSCHE	911	911 Carrera 4	911 Carrera 4	PORSCHE 911 Carrera 4	Coupé	3387	Zuzwil	295 g/km	null	12.0 l/100km	2	Allrad	4	1999	Benzin	300	null	35100	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Porsche	12.0	l/100km
Occasion	silber	836.0	LANCIA	DELTA	Delta HF Integrale Evo 4V	Delta HF Integrale Evo 4V	LANCIA Delta HF Integrale Evo 4V	Limousine	1994	Zuzwil	null	null	null	5	Allrad	1	1994	Benzin	212	beige	130300	"\"Ab MFK\""	5	Schaltgetriebe manuell	silber	Silver	Occasion	Lancia	null	""
Occasion	silber	837.0	ALFA ROMEO	GT	GT 1300 Junior	1300 Junior	ALFA ROMEO GT 1300 Junior	Limousine	1290	Zuzwil	null	null	null	2	null	6	1972	Benzin	0	schwarz	79380	null	5	Schaltgetriebe manuell	silber	Silver	Occasion	Alfa Romeo	null	""
Occasion	silber	838.0	FERRARI	599	599 GTB HGTE	599 GTB HGTE	FERRARI 599 GTB HGTE	Coupé	5999	Zuzwil	415 g/km	G	17.9 l/100km	2	Hinterradantrieb	4	2010	Benzin	620	schwarz	28900	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	silber	Silver	Occasion	Ferrari	17.9	l/100km
Oldtimer	silber	839.0	FERRARI	365	365 Daytona Plexiglas	Daytona Plexiglas	FERRARI 365 Daytona Plexiglas	Coupé	4390	Sursee	null	null	null	2	null	9	1970	Benzin	352	schwarz	8000	null	2	null	silber	Silver	Antique Car	Ferrari	null	""
Occasion	blau	84.0	FERRARI	F355	F355 Berlinetta	F355 Berlinetta	FERRARI F355 Berlinetta	Coupé	3496	Zuzwil	null	null	20.8 l/100km	2	Hinterradantrieb	5	1995	Benzin	380	schwarz	78000	"\"Ab MFK\""	2	Schaltgetriebe manuell	blau	Blue	Occasion	Ferrari	20.8	l/100km
Occasion	silber	840.0	RENAULT	ALPINE	Alpine A310 V6 VFA-2700 VAA	Alpine A310 V6 VFA-2700 VAA	RENAULT Alpine A310 V6 VFA-2700 VAA	Coupé	2664	Zuzwil	null	null	null	2	Hinterradantrieb	5	1984	Benzin	150	schwarz	78000	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Renault	null	""
Occasion	silber	841.0	MERCEDES-BENZ	E 55 AMG	E 55 AMG Avantgarde	E 55 AMG Avantgarde	MERCEDES-BENZ E 55 AMG Avantgarde	Limousine	5439	Zuzwil	310 g/km	G	12.9 l/100km	4	Hinterradantrieb	2	2004	Benzin	476	schwarz	147400	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Mercedes-benz	12.9	l/100km
Occasion	silber	842.0	MERCEDES-BENZ	C 280	C 280 Elégance	C 280 Elégance	MERCEDES-BENZ C 280 Elégance	Kombi	2799	Zuzwil	245 g/km	G	10.2 l/100km	5	Hinterradantrieb	6	1997	Benzin	197	schwarz	62500	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Mercedes-benz	10.2	l/100km
Occasion	silber	843.0	AUDI	RS6	RS6 Avant quattro	RS6 Avant quattro	AUDI RS6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	2	2003	Benzin	450	schwarz	144200	"\"Ab MFK\""	5	Automat sequentiell	silber	Silver	Occasion	Audi	14.6	l/100km
Occasion	silber	844.0	AUDI	S8	S8 4.2 quattro	S8 4.2 quattro	AUDI S8 4.2 quattro	Limousine	4172	Zuzwil	343 g/km	null	14.3 l/100km	4	Allrad	1	1998	Benzin	340	schwarz	57000	"\"Ab MFK\""	5	Automatik-Getriebe	silber	Silver	Occasion	Audi	14.3	l/100km
Occasion	silber	845.0	VW	TOUAREG	Touareg 5.0 TDI V10	Touareg 5.0 TDI V10	VW Touareg 5.0 TDI V10	SUV / Geländewagen	4921	Zuzwil	332 g/km	G	12.3 l/100km	5	Allrad	11	2003	Diesel	313	schwarz	117800	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Vw	12.3	l/100km
Occasion	silber	846.0	NISSAN	200 SX	200 SX 1.8 16V Turbo	200 SX 1.8 16V Turbo	NISSAN 200 SX 1.8 16V Turbo	Coupé	1808	Zuzwil	null	null	null	3	Hinterradantrieb	6	1990	Benzin	169	mehrfarbig	162900	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Nissan	null	""
Vorführmodell	silber	847.0	FERRARI	599	599 GTB	599 GTB	FERRARI 599 GTB	Coupé	5999	Zuzwil	415 g/km	G	17.9 l/100km	2	Hinterradantrieb	4	2008	Benzin	620	grau	26000	null	2	Automatisiertes Schaltgetriebe	silber	Silver	Demonstration Model	Ferrari	17.9	l/100km
Occasion	silber	848.0	PORSCHE	911	911 Turbo II	911 Turbo II	PORSCHE 911 Turbo II	Coupé	3297	Zuzwil	null	null	null	2	Hinterradantrieb	8	1991	Benzin	320	rot	101300	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Porsche	null	""
Occasion	silber	849.0	MERCEDES-BENZ	SL 65 AMG	SL 65 AMG BLACK SERIES	BLACK SERIES	MERCEDES-BENZ SL 65 AMG BLACK SERIES	Coupé	5980	Zuzwil	null	null	null	2	Hinterradantrieb	7	2009	Benzin	670	schwarz	34000	"\"Ab MFK\""	2	Automatik-Getriebe	silber	Silver	Occasion	Mercedes-benz	null	""
Occasion	blau mét.	85.0	BMW	M3	M3	M3	BMW M3	Cabriolet	3246	Zuzwil	328 g/km	G	13.6 l/100km	2	Hinterradantrieb	5	2002	Benzin	343	grau	49600	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	blau	Blue	Occasion	Bmw	13.6	l/100km
Occasion	silber	850.0	AUDI	RS4	RS4 4.2 V8 quattro	RS4 4.2 V8 quattro	AUDI RS4 4.2 V8 quattro	Limousine	4163	Zuzwil	324 g/km	G	13.5 l/100km	4	Allrad	0	2011	Benzin	420	schwarz	1350	"\"Ab MFK\""	5	Schaltgetriebe manuell	silber	Silver	Occasion	Audi	13.5	l/100km
Occasion	silber	851.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5786	Zuzwil	321 g/km	G	13.4 l/100km	2	Hinterradantrieb	2	2000	Benzin	367	schwarz	75400	"\"Ab MFK\", \"Direkt-/Parallelimport\""	4	Automat	silber	Silver	Occasion	Mercedes-benz	13.4	l/100km
Occasion	silber	852.0	PORSCHE	911	911 GT3	911 GT3	PORSCHE 911 GT3	Coupé	3600	Zuzwil	null	null	12.9 l/100km	2	Hinterradantrieb	10	1999	Benzin	360	null	47900	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Porsche	12.9	l/100km
Occasion	silber	853.0	VW	TOUAREG	Touareg 5.0 TDI V10	Touareg 5.0 TDI V10	VW Touareg 5.0 TDI V10	SUV / Geländewagen	4921	Zuzwil	346 g/km	G	12.8 l/100km	5	Allrad	9	2006	Diesel	313	null	104500	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Vw	12.8	l/100km
Occasion	silber	854.0	ASTON MARTIN	DB9	DB9	DB9	ASTON MARTIN DB9	Coupé	5935	Zuzwil	394 g/km	G	16.5 l/100km	2	Hinterradantrieb	1	2005	Benzin	457	schwarz	40800	"\"Ab MFK\""	4	Automat sequentiell	silber	Silver	Occasion	Aston Martin	16.5	l/100km
Occasion	silber	855.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4971	Zuzwil	null	null	null	2	Hinterradantrieb	3	1994	Benzin	320	braun	111500	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Mercedes-benz	null	""
Occasion	silber	856.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5513	Zuzwil	353 g/km	G	14.7 l/100km	2	Hinterradantrieb	7	2003	Benzin	500	beige	22400	"\"Ab MFK\""	4	Automat	silber	Silver	Occasion	Mercedes-benz	14.7	l/100km
Occasion	silber	857.0	FORD (USA)	MUSTANG	Mustang	null	FORD (USA) Mustang	Cabriolet	7200	Sursee	null	null	null	3	Hinterradantrieb	3	1968	Benzin	360	schwarz	1000	null	4	Automat	silber	Silver	Occasion	Ford (usa)	null	""
Occasion	silber	858.0	CHEVROLET	CORVETTE	Corvette ZR1	Corvette ZR1	CHEVROLET Corvette ZR1	Coupé	6162	Zuzwil	355 g/km	G	15.0 l/100km	2	Hinterradantrieb	7	2009	Benzin	647	schwarz	4000	"\"Ab MFK\""	2	Schaltgetriebe manuell	silber	Silver	Occasion	Chevrolet	15.0	l/100km
Occasion	silber	859.0	FERRARI	F360	F360 Spider	F360 Spider	FERRARI F360 Spider	Cabriolet	3586	Zuzwil	440 g/km	null	19.3 l/100km	2	Hinterradantrieb	2	2003	Benzin	400	beige	55800	"\"Ab MFK\""	2	Automatik-Getriebe	silber	Silver	Occasion	Ferrari	19.3	l/100km
Occasion	blau mét.	86.0	DAIHATSU	CHARADE	Charade 1.0 Turbo	Charade 1.0 Turbo	DAIHATSU Charade 1.0 Turbo	Kleinwagen	993	Zuzwil	null	null	null	3	Vorderradantrieb	9	1985	Benzin	68	mehrfarbig	61800	"\"Ab MFK\""	4	Schaltgetriebe manuell	blau	Blue	Occasion	Daihatsu	null	""
Occasion	silber	860.0	BMW	545	545i	545i	BMW 545i	Limousine	4398	Zuzwil	264 g/km	null	10.9 l/100km	4	Hinterradantrieb	9	2003	Benzin	333	beige	33600	"\"Ab MFK\""	5	Automatik-Getriebe	silber	Silver	Occasion	Bmw	10.9	l/100km
Occasion	silber	861.0	MERCEDES-BENZ	C 240	C 240 Elégance	C 240 Elégance	MERCEDES-BENZ C 240 Elégance	Limousine	2597	Zuzwil	257 g/km	null	10.7 l/100km	4	Hinterradantrieb	7	2000	Benzin	170	grau	162900	"\"Ab MFK\""	5	Automatik-Getriebe	silber	Silver	Occasion	Mercedes-benz	10.7	l/100km
Occasion	silber	862.0	MASERATI	GRANSPORT	Coupé GranSport	Coupé GranSport	MASERATI Coupé GranSport	Coupé	4244	Zuzwil	400 g/km	G	17.5 l/100km	2	Hinterradantrieb	1	2005	Benzin	400	schwarz	38400	"\"Ab MFK\", \"Direkt-/Parallelimport\""	4	Automatisiertes Schaltgetriebe	silber	Silver	Occasion	Maserati	17.5	l/100km
Occasion	silber mét.	863.0	MERCEDES-BENZ	SL 65 AMG	SL 65 AMG	SL 65 AMG	MERCEDES-BENZ SL 65 AMG	Cabriolet	5981	Zuzwil	362 g/km	G	14.0 l/100km	2	Hinterradantrieb	7	2008	Benzin	612	rot	24000	"\"Ab MFK\", \"Direkt-/Parallelimport\""	2	Automat sequentiell	silber	Silver	Occasion	Mercedes-benz	14.0	l/100km
Occasion	silber mét.	864.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	null	12.9 l/100km	2	Allrad	2	2001	Benzin	420	grau	82100	"\"Ab MFK\""	4	Automatik-Getriebe	silber	Silver	Occasion	Porsche	12.9	l/100km
Occasion	silber mét.	865.0	NSU	""	TT	TT	NSU TT	Limousine	1177	Zuzwil	null	null	null	2	null	4	1972	Benzin	65	schwarz	82804	"\"Ab MFK\""	5	Schaltgetriebe	silber	Silver	Occasion	Nsu	null	""
Occasion	silber mét.	866.0	McLAREN	12C	MP4-12C Coupé 3.8 V8	MP4-12C Coupé 3.8 V8	McLAREN MP4-12C Coupé 3.8 V8	Coupé	3798	Zuzwil	279 g/km	G	11.7 l/100km	2	Hinterradantrieb	3	2012	Benzin	626	schwarz	1200	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	silber	Silver	Occasion	Mclaren	11.7	l/100km
Occasion	silber mét.	867.0	BMW	735	735i	735i	BMW 735i	Limousine	3498	Zuzwil	291 g/km	null	12.1 l/100km	4	Hinterradantrieb	8	1999	Benzin	238	schwarz	33900	"\"Ab MFK\""	5	Automat sequentiell	silber	Silver	Occasion	Bmw	12.1	l/100km
Occasion	silber mét.	868.0	MERCEDES-BENZ	E 250	E 250 CGI BlueEff Avgarde	E 250 CGI BlueEff Avgarde	MERCEDES-BENZ E 250 CGI BlueEff Avgarde	Limousine	1796	Zuzwil	187 g/km	G	8.0 l/100km	4	Hinterradantrieb	6	2010	Benzin	204	schwarz	29800	"\"Ab MFK\""	5	Automat sequentiell	silber	Silver	Occasion	Mercedes-benz	8.0	l/100km
Occasion	silber mét.	869.0	RENAULT	ALPINE	Alpine A310 V6	Alpine A310 V6	RENAULT Alpine A310 V6	Coupé	2664	Zuzwil	null	null	null	2	Hinterradantrieb	10	1982	Benzin	150	null	31000	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Renault	null	""
Occasion	blau mét.	87.0	CITROEN	C5	C5 3.0 V6 Exclusive	C5 3.0 V6 Exclusive	CITROEN C5 3.0 V6 Exclusive	Limousine	2946	Zuzwil	226 g/km	G	9.6 l/100km	5	Vorderradantrieb	6	2001	Benzin	208	schwarz	83800	"\"Ab MFK\""	5	Schaltgetriebe manuell	blau	Blue	Occasion	Citroen	9.6	l/100km
Occasion	silber mét.	870.0	TOYOTA	COROLLA	Corolla 2.0 D4D L.Terra	Corolla 2.0 D4D L.Terra	TOYOTA Corolla 2.0 D4D L.Terra	Kombi	1995	Zuzwil	152 g/km	D	5.7 l/100km	5	Vorderradantrieb	6	2004	Diesel	116	grau	144000	"\"Ab MFK\""	5	Schaltgetriebe manuell	silber	Silver	Occasion	Toyota	5.7	l/100km
Occasion	silber mét.	871.0	BENTLEY	ARNAGE	Arnage Green Label	Arnage Green Label	BENTLEY Arnage Green Label	Limousine	4398	Zuzwil	390 g/km	G	19.9 l/100km	4	Hinterradantrieb	4	2000	Benzin	354	beige	42300	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Bentley	19.9	l/100km
Occasion	silber mét.	872.0	BMW	M6	M6	M6	BMW M6	Coupé	4999	Zuzwil	357 g/km	G	14.8 l/100km	2	Hinterradantrieb	7	2005	Benzin	507	schwarz	8500	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	silber	Silver	Occasion	Bmw	14.8	l/100km
Occasion	silber mét.	873.0	PORSCHE	911	911 Turbo	911 Turbo	PORSCHE 911 Turbo	Coupé	3600	Zuzwil	309 g/km	null	12.9 l/100km	2	Allrad	12	2000	Benzin	420	schwarz	60500	null	4	Automatik-Getriebe	silber	Silver	Occasion	Porsche	12.9	l/100km
Occasion	silber mét.	874.0	FERRARI	575M	575M	575M	FERRARI 575M	Coupé	5748	Zuzwil	499 g/km	G	21.8 l/100km	2	Hinterradantrieb	3	2005	Benzin	517	grau	22500	"\"Ab MFK\""	2	Automatik-Getriebe	silber	Silver	Occasion	Ferrari	21.8	l/100km
Occasion	silber mét.	875.0	BMW	X1	X1 xDrive 25d Sport Line	X1 xDrive 25d Sport Line	BMW X1 xDrive 25d Sport Line	SUV / Geländewagen	1995	Zuzwil	145 g/km	C	5.5 l/100km	5	Allrad	9	2012	Diesel	218	rot	39200	"\"Ab MFK\""	5	Automat sequentiell	silber	Silver	Occasion	Bmw	5.5	l/100km
Occasion	silber mét.	876.0	MERCEDES-BENZ	S 65 AMG	S 65 L AMG 650PS	S 65 L AMG 650PS	MERCEDES-BENZ S 65 L AMG 650PS	Limousine	5981	Zuzwil	357 g/km	G	14.9 l/100km	4	Hinterradantrieb	8	2004	Benzin	612	beige	61000	"\"Ab MFK\""	5	Automat	silber	Silver	Occasion	Mercedes-benz	14.9	l/100km
Occasion	silber mét.	877.0	FERRARI	456	456M GT	456M GT	FERRARI 456M GT	Coupé	5474	Zuzwil	495 g/km	G	22.0 l/100km	2	Hinterradantrieb	3	2000	Benzin	442	beige	35000	"\"Ab MFK\""	4	Schaltgetriebe manuell	silber	Silver	Occasion	Ferrari	22.0	l/100km
Occasion	silber mét.	878.0	MERCEDES-BENZ	S 500	S 500	S 500	MERCEDES-BENZ S 500	Limousine	5461	Zuzwil	286 g/km	G	12.2 l/100km	4	Hinterradantrieb	2	2009	Benzin	388	beige	52000	"\"Ab MFK\""	5	Automat sequentiell	silber	Silver	Occasion	Mercedes-benz	12.2	l/100km
Occasion	silber mét.	879.0	VW	GOLF	Golf R32 4Motion	Golf R32 4Motion	VW Golf R32 4Motion	Limousine	3189	Zuzwil	235 g/km	G	9.8 l/100km	5	Allrad	2	2007	Benzin	250	schwarz	105800	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	silber	Silver	Occasion	Vw	9.8	l/100km
Occasion	blau mét.	88.0	FORD	CAPRI	CAPRI RS 2600	RS 2600	FORD CAPRI RS 2600	Coupé	2632	Zuzwil	null	null	null	3	Hinterradantrieb	5	1971	Benzin	150	schwarz	64600	null	4	Schaltgetriebe	blau	Blue	Occasion	Ford	null	""
Occasion	silber mét.	880.0	RENAULT	SPORT SPIDER	SPORT SPIDER Windschutzscheibe	Windschutzscheibe	RENAULT SPORT SPIDER Windschutzscheibe	Cabriolet	0	Zuzwil	null	null	null	0	Hinterradantrieb	9	2000	null	0	grau	8000	"\"Ab MFK\""	2	Schaltgetriebe	silber	Silver	Occasion	Renault	null	""
Occasion	silber mét.	881.0	RENAULT	R5	R5 Alpine	Alpine	RENAULT R5 Alpine	Kleinwagen	1397	Zuzwil	null	null	null	3	Vorderradantrieb	7	1981	Benzin	93	mehrfarbig	147800	null	5	Schaltgetriebe	silber	Silver	Occasion	Renault	null	""
Occasion	silber mét.	882.0	MERCEDES-BENZ	S 65 AMG	S 65 AMG L	S 65 AMG L	MERCEDES-BENZ S 65 AMG L	Limousine	5981	Zuzwil	355 g/km	G	14.8 l/100km	4	Hinterradantrieb	6	2008	Benzin	612	schwarz	56200	"\"Ab MFK\""	5	Automat sequentiell	silber	Silver	Occasion	Mercedes-benz	14.8	l/100km
Occasion	silber mét.	883.0	RENAULT	SPORT SPIDER	Spider 2.0 16V TURBO	Spider 2.0 16V TURBO	RENAULT Spider 2.0 16V TURBO	Cabriolet	1998	Zuzwil	null	null	8.7 l/100km	2	Hinterradantrieb	6	1997	Benzin	200	schwarz	23500	null	2	Schaltgetriebe manuell	silber	Silver	Occasion	Renault	8.7	l/100km
